,Req_Time,Acc_TarA,EPSDAIReq,easting,northing,speed,yaw,Loc_Time
0,1615451979.370875,0.6643539369106293,1.9140833625073936,547.2860971615883,-585.660898853559,11.815616607666016,2.3947555391697053,1615451979.36006
1,1615451979.476488,0.649692690372467,1.7752199213068065,547.2860971615883,-585.660898853559,11.815616607666016,2.3947555391697053,1615451979.36006
2,1615451979.4765046,0.6428524792194366,1.6660086753107102,547.2860971615883,-585.660898853559,11.815616607666016,2.3947555391697053,1615451979.36006
3,1615451979.5227332,0.6428501248359679,1.5655585307564102,545.8075792921009,-584.2888435893693,11.880191802978516,2.396139504894124,1615451979.519212
4,1615451979.570338,0.6341446757316589,1.4788055516080352,545.3706351545989,-583.8843840709887,11.9058837890625,2.3964985182660485,1615451979.5689874
5,1615451979.6198854,0.6338610827922819,1.37978297211517,544.9326968778041,-583.479341502767,11.936013221740724,2.3967964978929097,1615451979.618949
6,1615451979.6741967,0.6223158419132232,1.2796260441268676,544.4937074174521,-583.0734787560068,11.95998477935791,2.397100790480394,1615451979.6690946
7,1615451979.7199259,0.6385043323040008,1.2476620583320592,544.0534550246084,-582.6667002998292,11.987157821655273,2.397419121990236,1615451979.719074
8,1615451979.7698815,0.6066127598285675,1.2217581113023368,543.6118159278412,-582.2591770747676,12.019035339355467,2.3976460348642825,1615451979.7689836
9,1615451979.8199155,0.5959969222545624,1.162690402545581,543.1687168788629,-581.8504998129793,12.059029579162598,2.3978606966090834,1615451979.8192124
10,1615451979.870476,0.6183575630187987,1.0880425412488912,542.7244468219578,-581.4405302358791,12.096236228942873,2.398159962456336,1615451979.8690064
11,1615451979.9266849,0.6257752001285553,1.054131300745891,542.2788088025409,-581.0291996742599,12.137184143066404,2.398453643267436,1615451979.9189289
12,1615451979.9714148,0.6007138192653656,1.0362805000889421,541.8317154316463,-580.6169557720423,12.171097755432127,2.3986836115323227,1615451979.9699476
13,1615451980.0201788,0.6163427054882049,1.006888601641199,541.3832652271376,-580.20342647098,12.208102226257324,2.398941243963987,1615451980.019341
14,1615451980.0735676,0.6012174248695373,0.9831150436442416,540.9336124593392,-579.7889591678977,12.243795394897461,2.3994007293436037,1615451980.072163
15,1615451980.124474,0.6298270761966704,0.9690307452098867,540.4822764636483,-579.3748643700965,12.271381378173828,2.3996239597823665,1615451980.123572
16,1615451980.1739323,0.6087687909603119,0.9396589136112372,540.0294940153835,-578.9598364192061,12.308255195617676,2.3998014061682325,1615451980.1725235
17,1615451980.220773,0.6199991941452025,0.892490178318595,539.5754325243179,-578.5438303947449,12.340925216674805,2.399992720067671,1615451980.2195113
18,1615451980.2727475,0.5871263742446899,0.8593433153484928,539.1202064354438,-578.1266630077735,12.365564346313475,2.40023803982978,1615451980.2714276
19,1615451980.3199644,0.3250673025846481,0.8576331329479051,538.663328740513,-577.7085291431285,12.406290054321287,2.4003542912196147,1615451980.3188815
20,1615451980.374782,-0.17446960657835006,0.8664937922633913,538.20521870628,-577.2894723094067,12.439579010009766,2.4004467400534546,1615451980.3747613
21,1615451980.421206,0.026297587144654244,0.8758421633605524,537.7457927298965,-576.869134075474,12.473650932312012,2.400598258316646,1615451980.4210913
22,1615451980.470148,0.2814318949705921,0.8826020390265197,537.2850603904226,-576.4476842544972,12.511141777038574,2.4007991196732386,1615451980.4690895
