Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,longitude,latitude,easting,northing,height,speed,yaw,pitch,roll
1622864255.5400136,575697,1622864255,509999990,map,121.18246099094,31.27641329994,794.0512730297633,-710.2215143297799,0.0,13.65068244934082,3.0448396908391206,0.0,0.0
1622864255.5492501,575698,1622864255,519999981,map,121.18245956375,31.27641339785,793.9155664767604,-710.2084217779338,0.0,13.644380569458008,3.0445048136079693,0.0,0.0
1622864255.5586493,575699,1622864255,529999971,map,121.18245813767,31.2764134983,793.7799702467746,-710.1950493915938,0.0,13.628238677978516,3.0441278562442067,0.0,0.0
1622864255.5685709,575700,1622864255,539999962,map,121.18245671106,31.27641359756,793.6443213832099,-710.1818080917001,0.0,13.631189346313477,3.0437425596100107,0.0,0.0
1622864255.5783648,575701,1622864255,549999952,map,121.18245528522,31.27641369697,793.5087461068761,-710.1685513681732,0.0,13.630824089050293,3.0433766780358673,0.0,0.0
1622864255.5854194,575702,1622864255,559999943,map,121.18245386041,31.27641379638,793.3732688981108,-710.1552962586284,0.0,13.62206745147705,3.043002568490938,0.0,0.0
1622864255.5982943,575703,1622864255,569999933,map,121.18245243669,31.27641389784,793.2378992133308,-710.141815603245,0.0,13.602337837219238,3.0426175282456103,0.0,0.0
1622864255.6085873,575704,1622864255,579999924,map,121.18245101287,31.27641399795,793.1025175424875,-710.128484445624,0.0,13.599379539489746,3.0422263133220944,0.0,0.0
1622864255.618695,575705,1622864255,589999914,map,121.18244958871,31.27641409863,792.9671045418363,-710.1150895636529,0.0,13.604440689086914,3.0418270153948397,0.0,0.0
1622864255.6286445,575706,1622864255,599999905,map,121.18244816519,31.27641419969,792.8317531713983,-710.1016535600647,0.0,13.605497360229492,3.0414394602522323,0.0,0.0
1622864255.6393147,575707,1622864255,609999895,map,121.18244674428,31.27641430266,792.6966537912958,-710.0880099115893,0.0,13.582676887512207,3.040987180848404,0.0,0.0
1622864255.6486843,575708,1622864255,619999886,map,121.18244532228,31.27641440443,792.5614484400721,-710.0744975805283,0.0,13.580126762390137,3.0405467615502566,0.0,0.0
1622864255.6585674,575709,1622864255,630000114,map,121.18244390079,31.27641450665,792.4262924696086,-710.0609361636452,0.0,13.579039573669434,3.0401219586204977,0.0,0.0
1622864255.6685112,575710,1622864255,640000105,map,121.18244248068,31.27641460912,792.2912683464237,-710.0473491926678,0.0,13.571684837341309,3.039699457692755,0.0,0.0
1622864255.6785884,575711,1622864255,650000095,map,121.18244106065,31.27641471425,792.1562566981302,-710.0334674706683,0.0,13.565796852111816,3.039270050532069,0.0,0.0
1622864255.6892295,575712,1622864255,660000086,map,121.18243964122,31.27641481778,792.0212992556044,-710.0197640573606,0.0,13.559782981872559,3.0388521499431698,0.0,0.0
1622864255.6988564,575713,1622864255,670000076,map,121.18243822209,31.2764149219,791.8863714558538,-710.0059957080521,0.0,13.553013801574707,3.0384425032606477,0.0,0.0
1622864255.7089565,575714,1622864255,680000067,map,121.18243680353,31.27641502658,791.751498948026,-709.9921661713161,0.0,13.547483444213867,3.0380226289138026,0.0,0.0
1622864255.7179878,575715,1622864255,690000057,map,121.18243538545,31.27641513368,791.6166765626986,-709.9780691158958,0.0,13.542522430419922,3.0376122210059293,0.0,0.0
1622864255.7283585,575716,1622864255,700000048,map,121.18243396716,31.27641523876,791.4818304947112,-709.9641956575215,0.0,13.538022994995117,3.03719701565918,0.0,0.0
1622864255.7408118,575717,1622864255,710000038,map,121.18243254987,31.27641534395,791.3470798388589,-709.9503115718253,0.0,13.534594535827637,3.036753840084717,0.0,0.0
1622864255.7481906,575718,1622864255,720000029,map,121.18243113305,31.27641544915,791.2123739495873,-709.9364271122031,0.0,13.529237747192383,3.036299524754318,0.0,0.0
1622864255.7584877,575719,1622864255,730000019,map,121.18242971434,31.27641555746,791.0774937912938,-709.9221949256025,0.0,13.533404350280762,3.0358388036990434,0.0,0.0
1622864255.7682958,575720,1622864255,740000010,map,121.18242829757,31.27641566402,790.9427951492253,-709.9081597770564,0.0,13.52929401397705,3.035412546875111,0.0,0.0
1622864255.7785935,575721,1622864255,750000000,map,121.18242688151,31.27641577104,790.8081649480737,-709.8940747482702,0.0,13.520756721496582,3.0350070660491686,0.0,0.0
1622864255.7971265,575722,1622864255,759999990,map,121.18242546542,31.27641587887,790.673533367808,-709.8798998757266,0.0,13.517849922180176,3.034607899108874,0.0,0.0
1622864255.7985024,575723,1622864255,769999981,map,121.18242404816,31.27641599006,790.5387965277769,-709.865350692533,0.0,13.523087501525879,3.0342562088941456,0.0,0.0
1622864255.8084884,575724,1622864255,779999971,map,121.18242263262,31.27641609883,790.4042190343607,-709.8510724762455,0.0,13.515395164489746,3.033873882862697,0.0,0.0
1622864255.8185372,575725,1622864255,789999962,map,121.18242121712,31.27641620821,790.2696464612382,-709.8367266980931,0.0,13.515623092651367,3.0334532894751063,0.0,0.0
1622864255.82829,575726,1622864255,799999952,map,121.18241980147,31.27641631784,790.1350600636797,-709.822352968622,0.0,13.514997482299805,3.0330359409513026,0.0,0.0
1622864255.8404732,575727,1622864255,809999943,map,121.18241838501,31.27641643036,790.0004018230829,-709.8076575957239,0.0,13.519109725952148,3.032629264609729,0.0,0.0
1622864255.849088,575728,1622864255,819999933,map,121.18241696982,31.27641654119,789.8658614160959,-709.7931515574455,0.0,13.514184951782227,3.032262381792554,0.0,0.0
1622864255.8588586,575729,1622864255,829999924,map,121.18241555469,31.27641665255,789.7313276873901,-709.7785868574865,0.0,13.507262229919434,3.0319200343427632,0.0,0.0
1622864255.8683212,575730,1622864255,839999914,map,121.18241413929,31.2764167647,789.5967696978478,-709.7639341587201,0.0,13.50823974609375,3.0315652114889207,0.0,0.0
1622864255.8789911,575731,1622864255,849999905,map,121.18241272416,31.27641687752,789.4622386386036,-709.7492076074705,0.0,13.51375675201416,3.0312005723972195,0.0,0.0
1622864255.890093,575732,1622864255,859999895,map,121.18241130854,31.27641699348,789.327666659723,-709.7341321976855,0.0,13.516336441040039,3.0307911688739693,0.0,0.0
1622864255.8990178,575733,1622864255,869999886,map,121.18240989351,31.27641710751,789.1931473318255,-709.7192716631107,0.0,13.517101287841797,3.0303927021074113,0.0,0.0
1622864255.9083219,575734,1622864255,880000114,map,121.1824084791,31.27641722203,789.0586879308103,-709.7043577823788,0.0,13.52150821685791,3.0300149622776384,0.0,0.0
1622864255.9184787,575735,1622864255,890000105,map,121.18240706417,31.27641733917,788.9241838018643,-709.6891526398249,0.0,13.517602920532227,3.0296974975506625,0.0,0.0
